Id,Like Count,Comment Count,retweet Count,View count,countOfWords,countOfPositive,countOfNegative,Art,Health,Politics,Science,Sport,C_Text__mysteries,C_Text__replying,T_Text__replying,T_Text__manchester,C_Text__manchester,T_Text__believe,T_Text__mark
231,3557,120,573,57000,21,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,425,4,56,9029,44,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,3159,432,912,229000,25,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,144,12,89,3636,32,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,63,6,22,1708,11,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,254,18,124,18000,47,1,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,386,57,305,9844,14,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,74,5,10,1341,44,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,161,4,27,3091,41,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,31,25,21,9876,14,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1604,28,486,276000,6,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,121,5,50,2296,7,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,279,178,81,24000,12,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2586,115,1241,115000,22,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,15,32,4,10000,28,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,91,1,40,6589,39,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,699,398,132,87000,44,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,103,17,11,2399,41,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,1330,44,925,92000,53,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,1468,49,800,51000,24,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,162,14,54,5327,39,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173044392979179
252,1052,206,1428,2000000,17,0,1,0,1,0,0,0,0.0,0.0,0.0,0.1569400211546716,1.0,0.0,0.0
253,35000,2495,9584,12000000,21,2,0,0,0,0,0,1,0.0,0.0,0.0,0.2932570082982547,1.0,0.0,0.0
254,23000,67,1038,511000,7,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1052967477340399,1.0,0.0,0.0
255,3869,25,216,134000,45,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1198122822201663,1.0,0.0,0.0
256,9084,109,432,584000,32,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1152417204577434,1.0,0.0,0.0
257,21000,319,2915,921000,38,2,0,0,0,0,0,1,0.0,0.0,0.0,0.1848583698767609,1.0,0.0,0.0
258,2705,20,317,114000,24,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1226843895362776,1.0,0.0,0.0
259,3102,46,378,356000,27,2,0,0,0,0,0,1,0.0,0.0,0.0,0.2342349663406323,1.0,0.0,0.0
260,2636,182,543,377000,10,1,0,0,0,0,0,1,0.0,0.0,0.0,0.1680332752393066,1.0,0.0,0.0
261,33000,123,2389,1000000,26,1,1,0,0,0,0,1,0.0,0.0,0.0,0.1962164938250503,1.0,0.0,0.0
262,1758,58,55,58000,22,2,0,0,0,0,0,1,0.0,0.0,0.0,0.1610713760341153,1.0,0.0,0.0
263,13000,92,920,355000,24,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,28000,261,1586,490000,2,1,0,0,0,0,0,1,0.0,0.0,0.0,0.1849890400776323,1.0,0.0,0.0
265,1019,150,301,527000,21,1,0,0,0,0,0,1,0.0,0.0,0.0,0.2717757398910109,1.0,0.0,0.0
266,36000,965,9536,2000000,10,0,0,0,0,0,0,1,0.0,0.0,0.0,0.239812361512303,1.0,0.0,0.0
267,8447,239,312,180000,10,2,0,0,0,0,0,1,0.0,0.0,0.0,0.2486131698212033,1.0,0.0,0.0
268,23000,87,765,636000,12,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1990367064455993,1.0,0.0,0.0
269,1679,19,503,122000,14,2,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,10000,71,805,367000,9,1,0,0,0,0,0,1,0.0,0.0,0.0,0.2242991975138584,1.0,0.0,0.0
271,3846,80,246,173000,13,1,0,0,0,0,0,1,0.0,0.0,0.0,0.1964681911297203,1.0,0.0,0.0
272,15000,171,1172,340000,20,0,0,0,0,0,0,1,0.0,0.0,0.0,0.3772808415079289,1.0,0.0,0.0
273,5752,6,339,83000,4,0,0,0,0,0,0,1,0.0,0.0,0.0,0.114083410251469,1.0,0.0,0.0
274,2197,14,176,52000,35,2,0,0,0,0,0,1,0.0,0.0,0.0,0.1987895383359277,1.0,0.0,0.0
275,274,10,23,19000,20,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0869253669132717,1.0,0.0,0.0
276,224,22,15,19000,57,1,2,0,0,0,0,1,0.0,0.0,0.0,0.1743487849460255,1.0,0.0,0.0
277,140,51,22,10000,18,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,12000,193,718,397000,12,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1157965770266134,1.0,0.0,0.0
279,462,7,59,85000,43,0,2,0,0,0,0,1,0.0,0.0,0.0,0.2549789135311774,1.0,0.0,0.0
280,4506,104,212,250000,14,1,0,0,0,0,0,1,0.0,0.0,0.0,0.2209670337976048,2.0,0.0,0.0
281,139,58,8,3493,39,2,1,0,0,0,0,1,0.0,0.0,0.0,0.2773177905160684,1.0,0.0,0.0
282,718,6,31,15000,9,2,0,0,0,0,0,1,0.0,0.0,0.0,0.2524960409105829,1.0,0.0,0.0
283,119,2,9,3900,12,1,0,0,0,0,0,1,0.0,0.0,0.0,0.1187282457270163,1.0,0.0,0.0
284,1016,12,93,109000,40,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
